technique_id,name,is_subtechnique,platforms,detection_strategies,analytic_count,analytic_platforms,log_sources,data_components
T1552.001,Credentials In Files,Yes,Containers; IaaS; Linux; Windows; macOS,DET0307,5,Containers; IaaS; Linux; Windows; macOS,AWS:CloudTrail | CloudTrail:GetObject | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | cni:netflow | ebpf:syscalls | kubernetes:audit | linux:syslog | macos:unifiedlog,Command Execution | File Access | File Creation | Logon Session Creation | Network Connection Creation | Process Creation
T1552.002,Credentials in Registry,Yes,Windows,DET0250,1,Windows,EDR:hunting | WinEventLog:Sysmon,Process Creation | Windows Registry Key Access | Windows Registry Key Modification
T1552.003,Shell History,Yes,Linux; Windows; macOS,DET0385,2,Linux; macOS,auditd:EXECVE | auditd:SYSCALL | macos:endpointsecurity | macos:unifiedlog,File Access | File Creation | Process Creation | Process Metadata
T1552.004,Private Keys,Yes,Linux; Network Devices; Windows; macOS,DET0549,4,Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog | networkdevice:syslog,Command Execution | File Access | File Creation | Network Share Access | Process Creation
T1552.005,Cloud Instance Metadata API,Yes,IaaS,DET0001,1,IaaS,AWS:CloudTrail | AWS:VPCFlowLogs | ebpf:syscalls,Cloud Service Metadata | Network Connection Creation | Network Traffic Content
T1552.006,Group Policy Preferences,Yes,Windows,DET0381,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,File Creation | Network Share Access | Process Creation | Script Execution
T1552.007,Container API,Yes,Containers,DET0198,1,Containers,docker:api | kubernetes:apiserver | kubernetes:orchestrator,Application Log Content | Command Execution | Process Creation | User Account Authentication
T1552.008,Chat Messages,Yes,Office Suite; SaaS,DET0111,2,Office Suite; SaaS,m365:unified | saas:okta | saas:slack,Application Log Content | User Account Authentication
T1553,Subvert Trust Controls,No,Linux; Windows; macOS,DET0452,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:osquery | macos:unifiedlog,Command Execution | File Creation | File Metadata | Process Creation | Windows Registry Key Modification
T1553.001,Gatekeeper Bypass,Yes,macOS,DET0288,1,macOS,macos:osquery | macos:unifiedlog,File Metadata | File Modification | Process Creation
T1553.002,Code Signing,Yes,Windows; macOS,DET0230,2,Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | macos:unifiedlog,File Metadata | Module Load | Process Creation
T1553.003,SIP and Trust Provider Hijacking,Yes,Windows,DET0442,1,Windows,WinEventLog:CodeIntegrity | WinEventLog:Security | WinEventLog:Sysmon,File Modification | Module Load | Windows Registry Key Modification
T1553.004,Install Root Certificate,Yes,Linux; Windows; macOS,DET0056,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:osquery | macos:unifiedlog,Command Execution | File Modification | Process Creation | Windows Registry Key Creation | Windows Registry Key Modification
T1553.005,Mark-of-the-Web Bypass,Yes,Windows,DET0257,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Access | File Creation | File Metadata
T1553.006,Code Signing Policy Modification,Yes,Windows; macOS,DET0523,2,Windows; macOS,WinEventLog:Security | macos:unifiedlog,Command Execution | Process Creation | Windows Registry Key Modification
T1554,Compromise Host Software Binary,No,ESXi; Linux; Windows; macOS,DET0336,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,File Creation | File Modification | Module Load | Process Creation
T1555,Credentials from Password Stores,No,IaaS; Linux; Windows; macOS,DET0430,4,IaaS; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog,Cloud Service Enumeration | File Access | OS API Execution | Process Access | Process Creation
T1555.001,Keychain,Yes,macOS,DET0396,1,macOS,macos:unifiedlog,File Access | OS API Execution | Process Creation
T1555.002,Securityd Memory,Yes,Linux; macOS,DET0057,2,Linux; macOS,auditd:EXECVE | auditd:FILE | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Access | Process Access | Process Creation
T1555.003,Credentials from Web Browsers,Yes,Linux; Windows; macOS,DET0037,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:SYSCALL | macos:unifiedlog,File Access | Process Access | Process Creation
T1555.004,Windows Credential Manager,Yes,Windows,DET0134,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Metadata | Process Access | Process Creation
T1555.005,Password Managers,Yes,Linux; Windows; macOS,DET0597,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Access | File Metadata | Process Access | Process Creation
T1555.006,Cloud Secrets Management Stores,Yes,IaaS,DET0130,1,IaaS,AWS:CloudTrail,Cloud Service Enumeration
T1556,Modify Authentication Process,No,IaaS; Identity Provider; Linux; Network Devices; Office Suite; SaaS; Windows; macOS,DET0104,5,IaaS; Identity Provider; Linux; Windows; macOS,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:policy | m365:unified | macos:osquery | macos:unifiedlog,Cloud Service Modification | File Modification | Module Load | Process Access | Process Creation | User Account Modification | Windows Registry Key Modification
T1556.001,Domain Controller Authentication,Yes,Windows,DET0271,1,Windows,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,File Modification | Logon Session Creation | Module Load | Process Access
T1556.002,Password Filter DLL,Yes,Windows,DET0472,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Windows Registry Key Modification
T1556.003,Pluggable Authentication Modules,Yes,Linux; macOS,DET0454,2,Linux; macOS,NSM:Connections | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Modification | Logon Session Creation | Process Creation
T1556.004,Network Device Authentication,Yes,Network Devices,DET0272,1,Network Devices,network:auth | networkconfig,File Modification | User Account Authentication
T1556.005,Reversible Encryption,Yes,Windows,DET0589,1,Windows,WinEventLog:PowerShell | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Object Modification | Command Execution | Process Creation
T1556.006,Multi-Factor Authentication,Yes,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0190,7,IaaS; Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,AWS:CloudTrail | NSM:Connections | WinEventLog:PowerShell | WinEventLog:Security | auditd:SYSCALL | azure:signinlogs | m365:unified | macos:unifiedlog | saas:zoom,Active Directory Object Modification | Application Log Content | Cloud Service Modification | File Modification | Script Execution | User Account Authentication | User Account Modification
T1556.007,Hybrid Identity,Yes,IaaS; Identity Provider; Office Suite; SaaS; Windows,DET0293,5,IaaS; Identity Provider; Office Suite; SaaS; Windows,AWS:CloudTrail | WinEventLog:Security | WinEventLog:Sysmon | azure:signinlogs | m365:unified | saas:okta,Active Directory Object Modification | Application Log Content | Cloud Service Modification | Logon Session Creation | Module Load | User Account Modification
T1556.008,Network Provider DLL,Yes,Windows,DET0580,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Process Access | Windows Registry Key Modification
T1556.009,Conditional Access Policies,Yes,IaaS; Identity Provider,DET0030,2,IaaS; Identity Provider,AWS:CloudTrail | azure:activity | saas:okta,Active Directory Object Modification | Application Log Content | Cloud Service Modification
T1557,Adversary-in-the-Middle,No,Linux; Network Devices; Windows; macOS,DET0296,4,Linux; Network Devices; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog | networkdevice:config,Application Log Content | File Modification | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Windows Registry Key Modification
T1557.001,Name Resolution Poisoning and SMB Relay,Yes,Windows,DET0462,1,Windows,NSM:Flow | WinEventLog:Security,Network Traffic Content | Network Traffic Flow | Service Creation | Windows Registry Key Modification
T1557.002,ARP Cache Poisoning,Yes,Linux; Windows; macOS,DET0387,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Network Connection Creation | Network Traffic Content | Network Traffic Flow
T1557.003,DHCP Spoofing,Yes,Linux; Windows; macOS,DET0468,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:System | linux:syslog | macos:unifiedlog,Application Log Content | Network Traffic Content | Network Traffic Flow
T1557.004,Evil Twin,Yes,Network Devices,DET0379,1,Network Devices,NSM:Flow | WLANLogs:Association | networkdevice:syslog,Application Log Content | Network Traffic Content | Network Traffic Flow
T1558,Steal or Forge Kerberos Tickets,No,Linux; Windows; macOS,DET0522,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Active Directory Credential Request | File Access | Logon Session Metadata | Process Access
T1558.001,Golden Ticket,Yes,Windows,DET0144,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Logon Session Metadata | Process Access
T1558.002,Silver Ticket,Yes,Windows,DET0241,1,Windows,WinEventLog:Kerberos | WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Logon Session Metadata | Process Access
T1558.003,Kerberoasting,Yes,Windows,DET0157,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Logon Session Creation | Logon Session Metadata | Process Access
T1558.004,AS-REP Roasting,Yes,Windows,DET0113,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Active Directory Credential Request | Process Creation
T1558.005,Ccache Files,Yes,Linux; macOS,DET0024,2,Linux; macOS,auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Access | Process Creation
T1559,Inter-Process Communication,No,Linux; Windows; macOS,DET0493,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Access | Named Pipe Metadata | Process Access | Process Creation | Script Execution
T1559.001,Component Object Model,Yes,Windows,DET0224,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Access
T1559.002,Dynamic Data Exchange,Yes,Windows,DET0504,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Module Load | Process Creation | Windows Registry Key Access
T1559.003,XPC Services,Yes,macOS,DET0335,1,macOS,macos:unifiedlog,Named Pipe Metadata | Process Access | Process Creation
T1560,Archive Collected Data,No,Linux; Windows; macOS,DET0526,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Creation | Module Load | Process Creation
T1560.001,Archive via Utility,Yes,Linux; Windows; macOS,DET0298,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Creation | Module Load | Process Creation
T1560.002,Archive via Library,Yes,Linux; Windows; macOS,DET0268,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:MMAP | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Creation | Module Load | Process Creation
T1560.003,Archive via Custom Method,Yes,Linux; Windows; macOS,DET0438,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:SYSCALL | linux:osquery | macos:unifiedlog,Command Execution | File Creation | Process Access | Process Creation | Process Modification
T1561,Disk Wipe,No,Linux; Network Devices; Windows; macOS,DET0137,4,Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog | networkdevice:cli | networkdevice:syslog,Command Execution | Drive Access | Drive Modification | Driver Load | Process Creation | User Account Authentication | User Account Metadata
T1561.001,Disk Content Wipe,Yes,Linux; Network Devices; Windows; macOS,DET0316,4,Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog | networkdevice:cli | networkdevice:syslog,Command Execution | Drive Access | Drive Modification | Driver Load | Process Creation | User Account Authentication | User Account Metadata
T1561.002,Disk Structure Wipe,Yes,Linux; Network Devices; Windows; macOS,DET0297,4,Linux; Network Devices; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog | networkdevice:cli | networkdevice:syslog,Command Execution | Drive Access | Drive Modification | Driver Load | Process Creation | User Account Authentication | User Account Metadata
T1563,Remote Service Session Hijacking,No,Linux; Windows; macOS,DET0079,3,Linux; Windows; macOS,NSM:Connections | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | Logon Session Creation | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1563.001,SSH Hijacking,Yes,Linux; macOS,DET0256,2,Linux; macOS,NSM:Connections | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog,Logon Session Creation | Network Connection Creation | Process Creation | Process Metadata
T1563.002,RDP Hijacking,Yes,Windows,DET0588,1,Windows,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Logon Session Creation | Network Connection Creation | Process Creation | Service Creation
T1564,Hide Artifacts,No,ESXi; Linux; Office Suite; Windows; macOS,DET0502,5,ESXi; Linux; Office Suite; Windows; macOS,WinEventLog:Sysmon | auditd:EXECVE | auditd:FILE | esxi:shell | esxi:syslog | m365:unified | macos:unifiedlog,Application Log Content | Command Execution | File Creation | File Metadata | Process Creation | Windows Registry Key Modification
T1564.001,Hidden Files and Directories,Yes,Linux; Windows; macOS,DET0032,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:EXECVE | auditd:FILE | macos:unifiedlog,Command Execution | File Creation | File Metadata | Process Creation
T1564.002,Hidden Users,Yes,Linux; Windows; macOS,DET0353,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:FILE | macos:unifiedlog,Command Execution | File Modification | User Account Creation | User Account Metadata | Windows Registry Key Modification
T1564.003,Hidden Window,Yes,Linux; Windows; macOS,DET0128,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Modification | Process Creation | Process Metadata | Windows Registry Key Modification
T1564.004,NTFS File Attributes,Yes,Windows,DET0432,1,Windows,WinEventLog:Sysmon | etw:Microsoft-Windows-Kernel-File,File Creation | File Metadata | OS API Execution | Process Creation
T1564.005,Hidden File System,Yes,Linux; Windows; macOS,DET0461,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | etw:Microsoft-Windows-Kernel-Storage | linux:syslog | macos:unifiedlog,Command Execution | File Modification | Firmware Modification | Process Creation | Windows Registry Key Modification
T1564.006,Run Virtual Instance,Yes,ESXi; Linux; Windows; macOS,DET0321,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,Command Execution | File Creation | File Modification | Image Metadata | Process Creation | Service Creation | Windows Registry Key Modification
T1564.007,VBA Stomping,Yes,Linux; Windows; macOS,DET0012,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,File Creation | File Metadata | Process Creation
T1564.008,Email Hiding Rules,Yes,Linux; Office Suite; Windows; macOS,DET0192,4,Linux; Office Suite; Windows; macOS,ApplicationLog:MailServer | WinEventLog:PowerShell | auditd:SYSCALL | m365:unified | macos:unifiedlog,Application Log Content | Command Execution | File Modification | Process Creation
T1564.009,Resource Forking,Yes,macOS,DET0584,1,macOS,macos:unifiedlog,Command Execution | File Metadata | Process Creation
T1564.010,Process Argument Spoofing,Yes,Windows,DET0045,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Process Access | Process Creation
T1564.011,Ignore Process Interrupts,Yes,Linux; Windows; macOS,DET0067,3,Linux; Windows; macOS,WinEventLog:PowerShell | WinEventLog:Sysmon | auditd:SYSCALL | macos:unifiedlog,Command Execution | Process Creation
T1564.012,File/Path Exclusions,Yes,Linux; Windows; macOS,DET0051,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:PATH | auditd:SYSCALL | macos:unifiedlog,File Access | File Creation | File Metadata | Process Creation
T1564.013,Bind Mounts,Yes,Linux,DET0428,1,Linux,auditd:PATH | auditd:SYSCALL | linux:osquery,File Creation | OS API Execution | Process Metadata
T1564.014,Extended Attributes,Yes,Linux; macOS,DET0406,2,Linux; macOS,auditd:EXECVE | auditd:SYSCALL | macos:unifiedlog,Command Execution | File Metadata
T1565,Data Manipulation,No,Linux; Windows; macOS,DET0059,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,File Access | File Creation | File Metadata | File Modification | Network Traffic Content | OS API Execution
T1565.001,Stored Data Manipulation,Yes,Linux; Windows; macOS,DET0193,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | macos:osquery | macos:unifiedlog,File Creation | File Deletion | File Metadata | File Modification
T1565.002,Transmitted Data Manipulation,Yes,Linux; Windows; macOS,DET0254,3,Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,File Metadata | Network Connection Creation | Network Traffic Content | Network Traffic Flow | OS API Execution
T1565.003,Runtime Data Manipulation,Yes,Linux; Windows; macOS,DET0391,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:osquery | macos:unifiedlog,File Creation | File Metadata | File Modification | OS API Execution | Windows Registry Key Modification
T1566,Phishing,No,Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0070,6,Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,Application:Mail | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | m365:unified | macos:unifiedlog | saas:collaboration,Application Log Content | File Creation | Logon Session Creation | Process Creation
T1566.001,Spearphishing Attachment,Yes,Linux; Windows; macOS,DET0236,3,Linux; Windows; macOS,Application:Mail | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | m365:unified | macos:unifiedlog,Application Log Content | File Creation | Network Connection Creation | Network Traffic Flow | Process Creation
T1566.002,Spearphishing Link,Yes,Identity Provider; Linux; Office Suite; SaaS; Windows; macOS,DET0107,4,Identity Provider; Linux; Windows; macOS,Application:Mail | NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | azure:signinlogs | m365:unified | macos:unifiedlog,Application Log Content | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1566.003,Spearphishing via Service,Yes,Linux; Windows; macOS,DET0115,3,Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,Application Log Content | File Creation | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1566.004,Spearphishing Voice,Yes,Identity Provider; Linux; Windows; macOS,DET0245,4,Identity Provider; Linux; Windows; macOS,ApplicationLog:CallRecords | m365:unified | macos:unifiedlog | networkdevice:syslog,Application Log Content
T1567,Exfiltration Over Web Service,No,ESXi; Linux; Office Suite; SaaS; Windows; macOS,DET0548,5,ESXi; Linux; SaaS; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | m365:unified | macos:unifiedlog | saas:box,Application Log Content | Command Execution | File Access | File Creation | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1567.001,Exfiltration to Code Repository,Yes,ESXi; Linux; Windows; macOS,DET0318,4,ESXi; Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,Command Execution | File Access | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1567.002,Exfiltration to Cloud Storage,Yes,ESXi; Linux; Windows; macOS,DET0570,4,ESXi; Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,Command Execution | File Access | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1567.003,Exfiltration to Text Storage Sites,Yes,ESXi; Linux; Windows; macOS,DET0284,4,ESXi; Linux; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,Command Execution | File Access | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1567.004,Exfiltration Over Webhook,Yes,ESXi; Linux; Office Suite; SaaS; Windows; macOS,DET0153,5,ESXi; Linux; SaaS; Windows; macOS,NSM:Flow | WinEventLog:Security | WinEventLog:Sysmon | auditd:EXECVE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | m365:unified | macos:unifiedlog | saas:api,Application Log Content | Command Execution | File Access | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1568,Dynamic Resolution,No,ESXi; Linux; Windows; macOS,DET0039,4,ESXi; Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | esxi:syslog | linux:syslog | macos:unifiedlog,Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1568.001,Fast Flux DNS,Yes,ESXi; Linux; Windows; macOS,DET0485,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:syslog | macos:unifiedlog,Network Connection Creation | Network Traffic Flow | Process Creation
T1568.002,Domain Generation Algorithms,Yes,ESXi; Linux; Windows; macOS,DET0419,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxi:syslog | linux:syslog | macos:unifiedlog,Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1568.003,DNS Calculation,Yes,ESXi; Linux; Windows; macOS,DET0262,4,ESXi; Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | esxi:syslog | linux:syslog | macos:unifiedlog,Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1569,System Services,No,Linux; Windows; macOS,DET0279,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:syslog | macos:unifiedlog,File Modification | Process Creation | Service Creation | Windows Registry Key Modification
T1569.001,Launchctl,Yes,macOS,DET0265,1,macOS,macos:unifiedlog,Command Execution | File Modification | Process Creation | Service Creation
T1569.002,Service Execution,Yes,Windows,DET0421,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,Network Connection Creation | Process Creation | Service Creation | Windows Registry Key Modification
T1569.003,Systemctl,Yes,Linux,DET0073,1,Linux,auditd:CONFIG_CHANGE | auditd:EXECVE | auditd:SYSCALL,Command Execution | File Modification | Process Creation | Service Creation
T1570,Lateral Tool Transfer,No,ESXi; Linux; Windows; macOS,DET0183,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:FILE | auditd:SYSCALL | esxi:hostd | esxi:vmkernel | macos:unifiedlog,Command Execution | File Creation | File Metadata | Network Share Access | Process Creation
T1571,Non-Standard Port,No,ESXi; Linux; Windows; macOS,DET0227,4,ESXi; Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | esxcli:network | esxi:vpxd | linux:osquery | linux:syslog | macos:unifiedlog,Application Log Content | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1572,Protocol Tunneling,No,ESXi; Linux; Windows; macOS,DET0538,4,ESXi; Linux; Windows; macOS,WinEventLog:Sysmon | auditd:SYSCALL | esxcli:network | esxi:vpxd | linux:osquery | linux:syslog | macos:unifiedlog,Application Log Content | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1573,Encrypted Channel,No,ESXi; Linux; Network Devices; Windows; macOS,DET0273,5,ESXi; Linux; Network Devices; Windows; macOS,NSM:Connections | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | esxi:vmkernel | esxi:vpxd | linux:osquery | linux:syslog | macos:unifiedlog,Application Log Content | Module Load | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1573.001,Symmetric Cryptography,Yes,ESXi; Linux; Network Devices; Windows; macOS,DET0143,5,ESXi; Linux; Network Devices; Windows; macOS,NSM:Connections | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | esxcli:network | esxi:vpxd | linux:osquery | linux:syslog | macos:unifiedlog,Application Log Content | Module Load | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1573.002,Asymmetric Cryptography,Yes,ESXi; Linux; Network Devices; Windows; macOS,DET0543,5,ESXi; Linux; Network Devices; Windows; macOS,IDS:TLSInspection | NSM:Flow | WinEventLog:Sysmon | auditd:SYSCALL | esxcli:network | esxi:vpxd | linux:osquery | linux:syslog | macos:unifiedlog,Application Log Content | Module Load | Network Connection Creation | Network Traffic Content | Network Traffic Flow | Process Creation
T1574,Hijack Execution Flow,No,Linux; Windows; macOS,DET0218,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:osquery | linux:syslog | macos:unifiedlog,File Creation | File Modification | Module Load | Process Creation | Service Metadata | Windows Registry Key Modification
T1574.001,DLL,Yes,Windows,DET0201,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | File Metadata | Module Load | Process Creation | Windows Registry Key Modification
T1574.004,Dylib Hijacking,Yes,macOS,DET0152,1,macOS,macos:unifiedlog,File Creation | File Modification | Module Load
T1574.005,Executable Installer File Permissions Weakness,Yes,Windows,DET0038,1,Windows,WinEventLog:Sysmon,File Creation | File Metadata | Module Load | Process Creation
T1574.006,Dynamic Linker Hijacking,Yes,Linux; macOS,DET0435,2,Linux; macOS,auditd:PATH | auditd:SYSCALL | linux:osquery | macos:unifiedlog,File Creation | File Modification | Module Load | Process Creation | Process Metadata
T1574.007,Path Interception by PATH Environment Variable,Yes,Linux; Windows; macOS,DET0004,3,Linux; Windows; macOS,WinEventLog:Security | WinEventLog:Sysmon | auditd:SYSCALL | linux:osquery | macos:unifiedlog,File Creation | File Modification | Process Creation | Windows Registry Key Modification
T1574.008,Path Interception by Search Order Hijacking,Yes,Windows,DET0564,1,Windows,WinEventLog:Sysmon,File Creation | File Metadata | Process Creation
T1574.009,Path Interception by Unquoted Path,Yes,Windows,DET0064,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | File Metadata | Process Creation | Windows Registry Key Modification
T1574.010,Services File Permissions Weakness,Yes,Windows,DET0436,1,Windows,WinEventLog:Sysmon | WinEventLog:System,File Creation | File Metadata | Process Creation | Service Creation
T1574.011,Services Registry Permissions Weakness,Yes,Windows,DET0427,1,Windows,WinEventLog:Security | WinEventLog:Sysmon | WinEventLog:System,Process Creation | Service Modification | Windows Registry Key Modification
T1574.012,COR_PROFILER,Yes,Windows,DET0479,1,Windows,WinEventLog:Security | WinEventLog:Sysmon,File Creation | Module Load | Process Creation | Windows Registry Key Modification
T1574.013,KernelCallbackTable,Yes,Windows,DET0577,1,Windows,WinEventLog:Sysmon | etw:Microsoft-Windows-Kernel-Process,OS API Execution | Process Access | Process Creation
